id,ean,name,legal_name,unit_price,is_discounted,previous_price,origin,supplier,weight,category,age_check,alcohol_by_volume,is_new,is_pack,pack_size
17265,8480000172655,"Oil, garlic and parsley dressing Hacendado","Aliño Aceite, Ajo y Perejil",1.6,False,,,Productos Naturales de la Vega S.L.U,0.15,"Oils, spices & sauces",False,,False,False,
52467,8402001013218,Honey and mustard sauce Hacendado,Salsa de mostaza y miel,1.45,False,,,Salsas Asturianas S.L.,0.34,"Oils, spices & sauces",False,,False,False,
17259,8020950004011,Truffle sauce,Salsa de trufas,3.1,False,,Italia,D.O.S. SRL,0.08,"Oils, spices & sauces",False,,False,False,
17348,8480000173485,Potato wedges Hacendado,Salsa Patatas Gajos pasteurizado,1.35,False,,Polonia,Develey Polska Sp. z o.o.,0.25,"Oils, spices & sauces",False,,False,False,
35344,8402001007798,Cheese sauce Hacendado,Salsa Queso,1.75,False,,Alemania,Matithor Int.Lebens-Spezi.GmbH,0.28,"Oils, spices & sauces",False,,False,False,
23137,8480000231376,Chili and meat Hacendado,Chili con carne,2.65,False,,España,"INDUSTRIAS FRIGORÍFICAS DEL LOURO, S.A.",0.42,"Oils, spices & sauces",False,,False,False,
86713,8720182606488,bechamel sauce Knorr,Salsa bechamel,2.25,False,,Polonia,Unilever España S.A.,0.5,"Oils, spices & sauces",False,,False,False,
7307,96116838,Original Bovril,BOVRIL ORIGINAL 125 g,3.0,False,,Inglaterra,Ofistrade S.A.,0.125,"Oils, spices & sauces",False,,False,False,
23072,8480000230720,Cocktail sauce Hacendado,Salsa Cocktail,1.4,False,,España,Salsa Rica S.L.,0.46,"Oils, spices & sauces",False,,False,False,
34157,8480000341570,Choricero pepper meat Hacendado,Carne de pimiento choricero,1.55,False,,ESPAÑA,ANDRES GARCIA E HIJOS S.L.,0.14,"Oils, spices & sauces",False,,False,False,
17441,8480000174413,Tahini sesame paste Hacendado,Puré de sésamo,2.95,False,,,Laboratorios Almond SL,0.2,"Oils, spices & sauces",False,,False,False,
35163,8402001005565,Brava sauce Hacendado,Salsa Brava,1.8,False,,España,"Técnicas de Elaboración de Salsas, S.L.",0.31,"Oils, spices & sauces",False,,False,False,
27268,8429359277000,Big mineral water Font Natura,Agua mineral Natural Font Natura,0.89,False,,,Parque La Presa,8.0,Water & soft drinks,False,,False,False,
15631,8429359003548,Big mineral water Font Natura,,0.78,False,,,,6.0,Water & soft drinks,False,,False,False,
28089,8429359003531,Big mineral water Font Natura,,1.5,False,,,,9.0,Water & soft drinks,False,,False,True,1.5
28090,8429359003524,Big mineral water Font Natura,Agua mineral Natural Font Natura,0.25,False,,,Parque La Presa,1.5,Water & soft drinks,False,,False,False,
28091,8429359003517,Medium  mineral water Font Natura,Agua mineral Natural Font Natura,2.4,False,,,Parque La Presa,6.0,Water & soft drinks,False,,False,True,1.0
28092,8429359003500,Medium mineral water Font Natura,Agua mineral Natural Font Natura,0.4,False,,,Parque La Presa,1.0,Water & soft drinks,False,,False,False,
52630,8445290842107,Big mineral water Fuente Dehesa,,1.26,False,,,,6.0,Water & soft drinks,False,,False,False,
15758,7613287391674,Big mineral water Fuente Dehesa,Agua Mineral Natural,2.34,False,,,Nestlé España S.A,9.0,Water & soft drinks,False,,False,True,1.5
15759,7613287390073,Big mineral water Fuente Dehesa,Agua Mineral Natural,0.39,False,,,Nestlé España S.A,1.5,Water & soft drinks,False,,False,False,
15760,7613287429247,Medium mineral water Fuente Dehesa,Agua Mineral Natural,3.0,False,,,Nestlé España S.A,6.0,Water & soft drinks,False,,False,True,1.0
15761,7613287429223,Medium mineral water Fuente Dehesa,Agua Mineral Natural,0.5,False,,,Nestlé España S.A,1.0,Water & soft drinks,False,,False,False,
15762,7613287415714,Small mineral water Fuente Dehesa,Agua Mineral Natural,1.62,False,,,Nestlé España S.A,3.0,Water & soft drinks,False,,False,True,0.5
15763,7613287415691,Small mineral water Fuente Dehesa,Agua Mineral Natural,0.27,False,,,Nestlé España S.A,0.5,Water & soft drinks,False,,False,False,
