id,ean,name,legal_name,unit_price,is_discounted,previous_price,origin,supplier,weight,category,age_check,alcohol_by_volume,is_new,is_pack,pack_size
86868,8410569120026,Cerveza tostada Amstel Oro,Cerveza especial,4.14,False,,España,Heineken España S.A.,1.5,Bodega,True,6.2,False,True,0.25
5393,84151230,Cerveza tostada Amstel Oro,Cerveza especial,0.76,False,,España,Heineken España S.A.,0.25,Bodega,True,6.2,False,False,
52853,4066600499664,Cerveza de trigo Paulaner,,6.9,False,,,,1.98,Bodega,True,,False,True,0.33
52854,4066600611301,Cerveza de trigo Paulaner,,1.25,False,,,,0.33,Bodega,True,,False,False,
52652,8402001014239,Cerveza Especial Steinburg,Cerveza especial,4.92,False,,,Font Salem S.L.,3.0,Bodega,True,5.5,False,True,0.25
52653,8402001014246,Cerveza Especial Steinburg,Cerveza especial,0.41,False,,,Font Salem S.L.,0.25,Bodega,True,5.5,False,False,
66783,8480000667830,Cerveza Radler con zumo natural de limón Steinburg,,4.8,False,,,,3.96,Bodega,True,,False,True,0.33
66554,8480000665546,Cerveza Radler con zumo natural de limón Steinburg,Cerveza con limonada,0.4,False,,,Brouwerij Martens,0.33,Bodega,True,2.1,False,False,
66492,8480000664921,Cerveza Radler Steinburg con zumo natural de limón,Cerveza con limonada,3.48,False,,,Brouwerij Martens,3.0,Bodega,True,2.1,False,True,0.5
66481,8480000664815,Cerveza Radler Steinburg con zumo natural de limón,Cerveza con limonada,0.58,False,,,Brouwerij Martens,0.5,Bodega,True,2.1,False,False,
22078,8480000220783,Bebida cider con gas Wild panther sabor a manzana,Bebida alcohólica carbonatada a base de zumo de manzana concentrado fermentado.,9.0,False,,,"Font Salem Portugal, S.A.",2.4,Bodega,True,4.5,False,True,0.2
67060,8480000670601,Bebida cider con gas Wild panther sabor manzana,Bebida alcohólica carbonatada a base de zumo de manzana concentrado fermentado,0.75,False,,,Font Salem S.L.,0.2,Bodega,True,4.5,False,False,
66172,7501064191541,Cerveza Corona,CERVEZA,7.8,False,,México,GMODELO EUROPA SAU,2.13,Bodega,True,4.5,False,True,0.355
27355,75033934,Cerveza Corona,CERVEZA,1.5,False,,México,GMODELO EUROPA SAU,0.355,Bodega,True,4.5,False,False,
66770,8480000667700,Cerveza Shandy sabor limón Steinburg,Cerveza con limonada,4.2,False,,,Brouwerij Martens,3.96,Bodega,True,0.9,False,True,0.33
66771,8480000667717,Cerveza Shandy sabor limón Steinburg,Cerveza con limonada,0.35,False,,,Brouwerij Martens,0.33,Bodega,True,0.9,False,False,
66499,8480000664990,Cerveza Shandy Steinburg sabor limón,Cerveza con limonada,3.3,False,,,Brouwerij Martens,3.0,Bodega,True,0.9,False,True,0.5
66493,8480000664938,Cerveza Shandy Steinburg sabor limón,Cerveza con limonada,0.55,False,,,Brouwerij Martens,0.5,Bodega,True,0.9,False,False,
5396,8411090612011,Cerveza con sabor a tequila Desperados,,5.82,False,,,,1.5,Bodega,True,,False,True,0.25
5397,3119780250110,Cerveza con sabor a tequila Desperados,,1.0,False,,,,0.25,Bodega,True,,False,False,
86552,8413041328095,Cerveza sin alcohol Falke,,2.1,False,,,,1.5,Bodega,True,,False,True,0.25
86553,8413041328040,Cerveza sin alcohol Falke,,0.35,False,,,,0.25,Bodega,True,,False,False,
66394,8413041328019,"Cerveza 0,0% sin alcohol Falke",Cerveza sin alcohol,2.1,False,,,Heineken España S.A.,1.5,Bodega,True,,False,True,0.25
15990,8413041328033,"Cerveza 0,0% sin alcohol Falke",,0.35,False,,,,0.25,Bodega,True,,False,False,
66558,8411327005760,"Cerveza 0,0% sin alcohol tostada Mahou",CERVEZA SIN ALCOHOL,6.9,False,,España,"MAHOU, S.A.",1.98,Bodega,True,,False,True,0.33
67026,8411327002721,"Cerveza 0,0% sin alcohol tostada Mahou",CERVEZA SIN ALCOHOL,1.15,False,,España,"MAHOU, S.A.",0.33,Bodega,True,,False,False,
67623,8413041328101,"Cerveza 0,0% sin alcohol tostada Falke",Cerveza sin alcohol,3.0,False,,,Heineken España S.A.,1.5,Bodega,True,,False,True,0.25
67624,8413041328057,"Cerveza 0,0% sin alcohol tostada Falke",Cerveza sin alcohol,0.5,False,,,Heineken España S.A.,0.25,Bodega,True,,False,False,
23694,8413041318058,Cerveza sin alcohol Falke,,4.2,False,,,,3.96,Bodega,True,,False,True,0.33
23695,8413041318065,Cerveza sin alcohol Falke,Cerveza sin alcohol,0.35,False,,,Heineken España S.A.,0.33,Bodega,True,0.9,False,False,
66392,8413041318003,"Cerveza 0,0% sin alcohol Falke",Cerveza sin alcohol,4.2,False,,,Heineken España S.A.,3.96,Bodega,True,,False,True,0.33
66393,8413041318010,"Cerveza 0,0% sin alcohol Falke",Cerveza sin alcohol,0.35,False,,,Heineken España S.A.,0.33,Bodega,True,,False,False,
28063,8410793067739,"Cerveza sin gluten Free Damm 0,0% sin alcohol",Cerveza Sin Alcohol,4.44,False,,,DAMM S.A.,1.98,Bodega,True,,False,True,0.33
27175,8410793066138,"Cerveza sin gluten Free Damm 0,0% sin alcohol","Cerveza Sin Alcohol 0,0 sin gluten",0.74,False,,EU,DAMM S.A.,0.33,Bodega,True,,False,False,
66560,8411327000802,Cerveza sin alcohol Mahou,CERVEZA SIN ALCOHOL,8.28,False,,España,"MAHOU, S.A.",3.96,Bodega,True,0.8,False,True,0.33
27126,8411327722018,Cerveza sin alcohol Mahou,CERVEZA SIN ALCOHOL,0.7,False,,España,"MAHOU, S.A.",0.33,Bodega,True,0.8,False,False,
13417,8413041318041,"Cerveza 0,0% sin alcohol tostada Falke",Cerveza sin alcohol,5.76,False,,,Heineken España S.A.,3.96,Bodega,True,,False,True,0.33
13418,8413041318034,"Cerveza 0,0% sin alcohol tostada Falke",Cerveza sin alcohol,0.48,False,,,Heineken España S.A.,0.33,Bodega,True,,False,False,
