id,ean,name,legal_name,unit_price,is_discounted,previous_price,origin,supplier,weight,category,age_check,alcohol_by_volume,is_new,is_pack,pack_size
37266,8410396208201,Vino tinto D.O Arribes del Duero Hacienda Zorita crianza,Vino tinto,3.0,False,,Fermoselle - Zamora,"MARQUÉS DE LA CONCORDIA FAMILY OF WINES, S.L",0.75,Bodega,True,14.0,False,False,
37277,8411767281151,Vino tinto D.O Ribera del Duero Abadía Mantrús reserva,VINO TINTO,6.0,False,,DO Ribera del Duero,Altos de Ontañón S.L.,0.75,Bodega,True,,False,False,
37262,8410261169064,Vino tinto D.O Ribera del Duero Arribeño roble,Vino tinto DOP Ribera del Duero Roble,3.65,False,,Producto de España,Bodegas 1890,0.75,Bodega,True,13.5,False,False,
22500,8480000225009,Vino tinto D.O Ribera del Duero Atardecer roble,Vino tinto,4.1,False,        4.20,Denominación de origen Ribera del Duero,Bodegas  Vilano S.C.,0.75,Bodega,True,14.5,False,False,
67024,8412423121705,Vino tinto D.O Campo de Borja Borsao barrica,Vino tinto D.O. Campo de Borja,2.25,False,,D.O. Campo de Borja,Bodegas Borsao,0.75,Bodega,True,14.5,False,False,
66673,8008820151911,Vino tinto dulce de aguja Sangue di Giuda Cueva peccato,Vino de Aguja Tinto Dulce,3.9,False,,DOC Oltrepo' Pavese,Vinicola Decordi Del Borgo,0.75,Bodega,True,7.0,False,False,
37156,8410702049603,Vino tinto tempranillo El Mandamás The Guv'Nor,Vino,2.85,False,,VINO VARIETAL SIN DOP / IGP,"FELIX SOLIS, S.L.",0.75,Bodega,True,14.0,False,False,
37201,8414318910159,Vino tinto tempranillo Fin del Río Fariña,Vino tinto,2.3,False,,España,"Bodegas Fariña, S.L.",1.0,Bodega,True,12.5,False,False,
37005,8435065600209,Vino tinto sin sulfitos añadidos Davida D.O. Navarra,Vino tinto,3.9,False,,D.O. Navarra,Vintae Luxury Wines,0.75,Bodega,True,14.0,False,False,
23677,8480000236777,Vino tinto Merlot Mar de Uvas,Vino tinto Merlot,2.4,False,,CASTILLA LA MANCHA,JUAN RAMON LOZANO S.A.U.,0.75,Bodega,True,13.5,False,False,
23676,8480000236760,Vino tinto Syrah Mar de Uvas,Vino tinto Syrah,2.35,False,,CASTILLA LA MANCHA,JUAN RAMON LOZANO S.A.U.,0.75,Bodega,True,13.5,False,False,
67507,8411789031444,Vino tinto D.O Cariñena Sierra de Viento roble,Vino tinto roble DOP Cariñena,1.65,False,,,BODEGAS SAN VALERO S. COOP.,0.75,Bodega,True,13.5,False,False,
66349,8410744008675,Vino tinto Caperucita tinta Torre Oria suave,Vino Tinto,1.95,False,,Varietal,Torre Oria SL,0.75,Bodega,True,12.5,False,False,
70727,8480000707277,Vino tinto Bobal Para Pecar,Vino tinto,2.9,False,,España,"Vicente Gandia Pla, S.A.",0.75,Bodega,True,14.0,False,False,
66295,8410744008118,Vino tinto D.O Utiel-Requena Torre Oria crianza,Vino Tinto Crianza,2.0,False,,D.O. Utiel Requena.,Torreoria S.L.,0.75,Bodega,True,13.0,False,False,
37217,8414318902765,Vino tinto D.O Dama de Toro Fariña roble,Vino tinto,3.0,False,,España,"Bodegas Fariña, S.L.",0.75,Bodega,True,14.0,False,False,
8314,8410744014188,Vino tinto Niche Garnachas Seleccionadas,Vino Tinto,2.7,False,,,Torre Oria SL,0.75,Bodega,True,14.0,False,False,
37002,8411767805104,Vino rosado D.O Navarra Hypatia,Vino rosado,2.1,False,,DO Navarra,BODEGAS SEÑORÍO DE FITERO,0.75,Bodega,True,,False,False,
37153,8414601138383,Vino rosado D.O La Mancha Fidencio,Vino Rosado,1.55,False,,Denominacion de origen La Mancha,Virgen De Las Viñas Bodega Y Almazara S.C. De Clm,0.75,Bodega,True,11.5,False,False,
37802,8412423110075,Vino rosado Dominio de Borgia,Vino de mesa rosado,2.4,False,,España,"Bodegas Borsao, S.A.",2.0,Bodega,True,13.5,False,False,
67119,8411767000332,Vino rosado D.O Rioja Arteso Clarete,VINO ROSADO,3.25,False,,DO Calificada Rioja,BODEGAS ONTAÑÓN S.L.,0.75,Bodega,True,,False,False,
52533,8402001013157,Lambrusco dell'Emilia rosado espumoso Piccolo Giovanni,Vino frizzante,1.9,False,,Italia,"Vicente Gandia Pla, S.A.",0.75,Bodega,True,8.0,False,False,
66673,8008820151911,Vino tinto dulce de aguja Sangue di Giuda Cueva peccato,Vino de Aguja Tinto Dulce,3.9,False,,DOC Oltrepo' Pavese,Vinicola Decordi Del Borgo,0.75,Bodega,True,7.0,False,False,
66332,8480000663320,Vino blanco espumoso verdejo DulZ.Ze frizzante,Vino tinto,2.65,False,,,AECOC,0.75,Bodega,True,,False,False,
37212,8410849000178,Vino rosado afrutado espumoso Peñascal,Vino Rosado de Aguja,3.85,False,,Sin D.O.,BODEGAS PEÑASCAL S.A.,0.75,Bodega,True,11.5,False,False,
66127,8480000661272,Vino blanco Casón Histórico,Vino blanco sin DOP/IGP,0.9,False,,Producto de España,"García Carrión 1890, S.L.",1.0,Bodega,True,11.0,False,False,
66124,8410261206189,Vino blanco Don Simón chardonnay airén,Vino blanco varietal Chardonnay-Airen,1.6,False,,Producto de España,J.GARCIA CARRION LM S.A.,0.75,Bodega,True,11.0,False,True,0.25
66905,8480000669056,Bebida aromatizada a base de vino para cocinar Abuela Carola,Bebida aromatizada a base de vino para cocinar,2.35,False,,,"Bodegas EL Villar, S.C.V.",0.75,"Aceite, especias y salsas",True,14.0,False,False,
66105,8410261273105,Vino blanco Don Simón,Vino blanco,1.6,False,,Producto de España,JGC S.A,1.0,Bodega,True,11.0,False,False,
66711,8436612580012,Vino blanco airén verdejo Elegido,Vino Blanco,2.0,False,,España,"Terra Cellars, S.L.U.",1.0,Bodega,True,11.0,False,False,
66202,8421216046118,Vino blanco Marina Alta D.O Alicante,Vino blanco,4.95,False,,Petrer,Bodegas Bocopa,0.75,Bodega,True,11.0,False,False,
37138,8411767020828,Vino blanco D.O La Mancha Fidencio,Vino Blanco,1.4,False,,Denominacion de origen La Mancha,Virgen De Las Viñas Bodega Y Almazara S.C. De Clm,0.75,Bodega,True,11.5,False,False,
37111,8414601138420,Vino blanco Chardonnay Indómito,Vino Blanco Chardonnay,2.3,False,,Sin DOP/IGP Varietal,Virgen De Las Viñas Bodega Y Almazara S.C. De Clm,0.75,Bodega,True,13.0,False,False,
66324,8410537600727,Vino blanco D.O Rioja El Coto,Vino,4.15,False,,D. O. C. Rioja,"El Coto de Rioja, S.A.",0.75,Bodega,True,12.0,False,False,
37110,8410415510612,Vino blanco crianza D.O Valdepeñas Señorío de los Llanos,Vino blanco Crianza DO Valdepeñas,2.2,False,,Producto de España,GRUPO DE BODEGAS VINARTIS S.A,0.75,Bodega,True,12.5,False,False,
67125,8480000671257,Vino blanco albariño D.O Rías Baixas Pazo de Orantes,Vino Blanco Albariño,6.0,False,,D.O. Rías Baixas,Adega Condes de Albarei S.A.U.,0.75,Bodega,True,12.5,False,False,
67123,8410275002005,Vino blanco D.O Valencia Finca La Malcriada dulce,Vino blanco dulce,2.6,False,,DOP Valencia,"Bodegas EL Villar, S.C.V.",0.75,Bodega,True,11.0,False,False,
66836,8437003519154,Vino blanco D.O Rías Baixas albariño Ponte Tamuxe,Vino blanco.,7.45,False,,Denominación de origen Rías Baixas.,"Adegas Tollodouro, S.A.",0.75,Bodega,True,12.5,False,False,
66846,8480000668462,Vino blanco Godello D.O. Monterrei Mar de Uvas,Vino blanco,6.5,False,,Denominación de origen Monterrei,"Crego e Monaguillo, S.L.",0.75,Bodega,True,13.0,False,False,
67933,8480000679338,Vino blanco D.O Somontano Atardecer Chardonnay,Vino Blanco,3.5,False,,D.O Somontano,"Bodega Sommos, S.L",0.75,Bodega,True,13.5,False,False,
66851,8480000668516,Vino verde Loureiro D.O Portugal Castelo de Moinhos,Vino Verde,2.5,False,,Portugal,Producido y embotellado por: Adega Cooperativa de Ponte de Lima,0.75,Bodega,True,11.5,False,False,
86547,8437012660113,Vino blanco viura y tempranillo D.O Rioja Ponce de Albayda,VINO BLANCO FERMENTADO EN MADERA,4.25,False,,La Rioja,BODEGAS PROELIO,0.75,Bodega,True,14.0,False,False,
37229,8410261172002,Vino blanco verdejo D.O Rueda Arribeño,Vino blanco DOP Rueda,1.9,False,,Producto de España,BODEGAS Y VIÑEDOS MAYOR DE CASTILLA S.L.,0.75,Bodega,True,13.0,False,False,
66369,8411767281045,Vino blanco verdejo D.O Rueda Abadía Mantrús,Vino blanco,2.1,False,,DO Rueda,Altos de Ontañón S.L.,0.75,Bodega,True,,False,False,
37218,8411767281038,Vino blanco D.O Rueda Abadía Mantrús Sauvignon Blanc,Vino blanco,3.0,False,,DO Rueda,Altos de Ontañón S.L.,0.75,Bodega,True,,False,False,
23279,8480000232793,Vino blanco verdejo D.O Rueda Condado de Teón,VINO BLANCO,3.8,False,,DO Rueda,Altos de Ontañón S.L.,0.75,Bodega,True,,False,False,
66495,8410310615795,Vino blanco suave y afrutado El Pescaito,Vino blanco,2.1,False,,España,"VICENTE GANDIA PLA, S.A.",0.75,Bodega,True,10.0,False,False,
66352,8410106023254,Vino blanco semidulce Diamante D.O Rioja,Vino blanco,4.3,False,,Denominación de origen La Rioja,"Bodegas Franco Españolas, S.A.",0.75,Bodega,True,12.5,False,False,
67144,8412276386672,Vino blanco semidulce Allegretto Alba,VINO BLANCO SEMIDULCE,2.0,False,,España,Anecoop S. Coop.,0.75,Bodega,True,11.0,False,False,
66912,8412449104430,Vino dulce Pedro Ximénez Real Tesoro D.O Jerez de la frontera,VINO DE JEREZ PEDRO XIMENEZ,6.0,False,,,"JOSÉ ESTÉVEZ, S.A.",0.75,Bodega,True,17.0,False,False,
23287,8480000232878,Mistela de moscatel Mig Segle D.O Valencia,VINO DE LICOR DULCE DE MOSCATEL,3.6,False,,Denominación de Origen Valencia,Anecoop S. Coop.,0.75,Bodega,True,15.0,False,False,
39896,8480000398963,Mosto tinto Casón Histórico,Zumo de uva a partir de concentrado.,2.0,False,,,J.G.C. L.M. S.A.,1.5,Bodega,False,,False,False,
66907,8411203042445,Vino fino Corredera D.O Montilla-Moriles,Vino,2.85,False,,D.O.P. Montilla-Moriles,"Pérez Barquero, S.A.",0.75,Bodega,True,15.0,False,False,
39488,8432286003338,Bebida refrescante aromatizada tinto sin alcohol light Castillo de Salobreña,BEBIDA REFRESCANTE AROMATIZADA. CON AZÚCARES Y EDULCORANTES. PARA DILUIR 1+2.,1.6,False,,España,Industrias Espadafor S.A.,1.0,Bodega,True,,False,False,
67901,8480000679017,Vino tinto Porto Tawny Almeida Dias,Vino de Porto Tawny,7.0,False,,Portugal,"C. da Silva, Vinhos SA",0.75,Bodega,True,19.0,False,False,
66922,8480000669223,Sangría Casón Histórico,Sangría,1.6,False,,Producto de España,"García Carrión 1890, S.L.",1.5,Bodega,True,7.0,False,False,
60748,8480000607485,Tinto de verano zero limón Casón Histórico,Vino Tinto,1.0,False,        1.15,,"J.G.C.,S.A.",1.5,Bodega,True,,False,False,
66944,8410261151625,Sangría Don Simón,Sangría,2.1,False,,Producto de España,J. GARCIA CARRION LM S.A,1.5,Bodega,True,7.0,False,False,
66746,8410261152417,"Tinto de verano 0,0% sin alcohol limón Don Simón",Bebida de zumo de uva. Con edulcorantes,1.4,False,,España,JGC S.A,1.5,Bodega,True,,False,False,
66747,8410261152011,Tinto de verano limón Don Simón,Bebida de vino y zumo de uva. Con edulcorantes,1.65,False,,España,JGC S.A,1.5,Bodega,True,4.0,False,False,
67818,8480000678188,Tinto de verano limón Casón Histórico,Vino Tinto,1.1,False,        1.20,,"J.G.C.,S.A.",1.5,Bodega,True,,False,False,
67819,8480000678195,Tinto de verano classic Casón Histórico,Bebida a base de vino con azúcar y edulcorantes,1.2,False,,,"Productos de Viticultura, S.A.",1.5,Bodega,True,4.0,False,False,
66739,8480000667397,Tinto de verano sabor limón Casón Histórico,Bebida de vino y zumo de uva y limón. Con edulcorantes.,3.3,False,,Producto de España,JGC S.A,1.98,Bodega,True,4.0,False,True,0.33
66738,8480000667380,Tinto de verano sabor limón Casón Histórico,Bebida de vino y zuma de uva y limÃ³n. Con edulcorantes.,0.55,False,,,"J.G.C.,S.A.",0.33,Bodega,True,4.0,False,False,
66742,8480000667427,Tinto de verano zero limón Casón Histórico 0% alcohol 0% azúcares,Bebida refrescante aromatizada. Con edulcorantes. Sin alcohol. Sin azúcares.,3.3,False,,España, JGC S.A,1.98,Bodega,True,,False,True,0.33
66741,8480000667410,Tinto de verano zero limón Casón Histórico 0% alcohol 0% azúcares,Bebida refrescante aromatizada. Con edulcorantes. Sin alcohol. Sin azúcares.,0.55,False,,Producto de España,JGC S.A,0.33,Bodega,True,,False,False,
28059,8410283314244,Tinto de verano sabor limón La Casera,"Bebida de vino tinto, mosto y zumo de limón. Con edulcorantes.",4.5,False,,,"Schweppes, S.A. ""Envasado con licencia de Schweppes International Limited.""",3.0,Bodega,True,3.4,False,True,1.5
